,word,F_true,F_negative,power_n,F_positive,power_p,pred_n,pred_p
6063,заказе,0.0005642370240951482,0.0007907411401049529,1.4014343375871927,0.00041208881058959226,0.7303469871557048,0.0005962801964675274,0.0009432566203189411
6064,посторонних,0.00045163709165510767,0.00024330496618613936,0.5387178570619683,0.0005145659222176919,1.1393349477386143,0.0003137777608836437,0.0011631378711885485
6065,шумов,0.0010319598203845472,0.0007796818234601284,0.7555350586901625,0.0010356729366669645,1.0035981209821072,0.00012057553415744326,0.0011283520595796734
6066,слабая,0.0031787827081149905,0.004921395906946909,1.5482014213753175,0.001973229489860217,0.6207500389450453,0.0009629614711736596,-3.6960893582389884e-05
6067,дамы,0.00022767458866997206,0.00027095325779820064,1.190090028847987,0.00018533094656145684,0.8140168283343432,0.0005576949289204927,0.00104243060645316
6068,господа,0.0010344345441744382,0.0017031347633029755,1.646440340661877,0.0008372598056423462,0.8093888688825127,0.0007845866230947781,0.0009181624426601953
6069,бумажку,0.00023386139814469959,0.0004091947158585071,1.749731760370823,0.00011555929609126131,0.49413583006016265,0.0006512814447043318,0.0009632011971965997
6070,паролем,0.00018189219855698855,0.00017694906631719227,0.9728238358818476,0.00016134694171232713,0.8870470695958718,0.0005356314578576507,0.0010631046028911388
6071,новому,0.0007114830895936627,0.0008294487483618387,1.1658024772388444,0.0006889950483931807,0.9683927256608091,0.00047697066204141166,0.0010858983727045758
6072,чемоданами,0.00023509876003964506,0.00039260574089127034,1.6699609169570466,0.00011992002424564854,0.5100836100770002,0.0006380712837783584,0.0009665289977880189
6073,довольные,0.00010146367538553103,0.00011612282477065742,1.1444768221674022,0.00011337893201406771,1.1174337178626965,0.000572159717915339,0.001093316338712586
6074,понравится,0.0018609922899980326,0.0014432408221495994,0.7755221931366116,0.0018598505578461492,0.9993864928092289,-0.00022954497421492177,0.0011621352998890896
6075,поменяют,0.0002536591884638276,0.0006967369486239446,2.746744373201765,0.00010029674755090605,0.39539962324372335,0.0008390121709230229,0.0009274253381751958
6076,зайдя,0.0002524218265688821,0.0004257836908257439,1.68679427058006,0.00016134694171232713,0.6391956825029075,0.0006446938153111774,0.000992574974879245
6077,скажешь,0.0007857248032903928,0.0006912072903015323,0.8797065937169758,0.0007304219658598593,0.9296155127101233,0.000302955623086115,0.001055025702628309
6078,ибо,0.007448918607571913,0.009466775047969786,1.2708925344340183,0.00620313579961582,0.8327565552012154,-2.6627493781588088e-05,0.00012111081873430844
6079,поймете,0.00046029862491972615,0.0005197878823067523,1.1292405715906728,0.0004927622814457558,1.0705273810706932,0.0005046628781361587,0.0011316505254921074
